Month,Date,Headline_Original,Sentiment,Headline_Clean
July,"Published:  11:42 BST, 5 July 2020",Labour backs ‘wealth tax' on the ‘very best off people' to pay for coronavirus crisis if UK economy does not recover as shadow chancellor Anneliese Dodds says those with ‘broadest shoulders' should be targeted,1,labour back wealth tax best people pay coronavirus crisis uk economy not recover shadow chancellor anneliese dodds say broadest shoulder target
July,"Published:  22:56 BST, 4 July 2020","God, it is SO good to be back! As the first glasses of Chablis are sipped, oysters slurped and turbot lifted expertly from the bone, Mail on Sunday food critic TOM PARKER BOWLES gives his delighted verdict",1,god good back first glass chablis sip oyster slurp turbot lift expertly bone mail sunday food critic tom parker bowles give delight verdict
July,"Published:  15:24 BST, 4 July 2020",New York reports 918 new coronavirus cases: State reports highest daily increase in infections since mid-June,1,new york report new coronavirus case state report highest daily increase infections since
July,"Published:  12:26 BST, 4 July 2020",Frockdown! Happy couples tie the knot as weddings are allowed for first time in three months - with a limit of 30 guests at the ceremony and just SIX at the reception,1,frockdown happy couple tie knot weddings allow first time three months limit guests ceremony six reception
July,"Published:  11:05 BST, 4 July 2020","So how will total confinement lockdown work? From feeding 3,000 people to free rent and no school - Premier Daniel Andrews reveals plans for unprecedented shutdown in Melbourne",1,total confinement lockdown work feed people free rent no school premier daniel andrews reveal plan unprecedented shutdown melbourne
July,"Published:  10:21 BST, 4 July 2020",Getaway gridlock! Caravans get stuck in huge jam on the M5 as more than 10 million motorists hit the road today and England's beauty spots brace for huge influx of tourists after travel restrictions were eased,1,getaway gridlock caravans get stick huge jam million motorists hit road today england beauty spot brace huge influx tourists travel restrictions ease
July,"Published:  02:12 BST, 4 July 2020",'Eat out to help out': Chancellor Rishi Sunak warns a generation of young people risk being 'lost' to coronavirus pandemic unless people start spending in pubs and restaurants,1,help chancellor rishi sunak warn generation young people risk coronavirus pandemic unless people start spend pubs restaurants
July,"Published:  00:22 BST, 4 July 2020",Gladys Berejiklian in huge backflip as New South Wales premier SAVES the original Powerhouse Museum after years of mounting controversy,1,gladys berejiklian huge backflip new south wales premier saves original powerhouse museum years mount controversy
July,"Published:  19:13 BST, 3 July 2020",Property developer couple who set up hand sanitiser company in gin distillery just 12 weeks ago when lockdown was announced are on track to make £30 MILLION in new deals,1,property developer couple set hand sanitiser company gin distillery weeks ago lockdown announce track make million new deal
July,"Published:  16:26 BST, 3 July 2020",You've got a friend in me! Adorable video shows sweet moment little boy reunites with his best friend in Brooklyn after COVID-19 prevented them from seeing each other at daycare for months,1,get friend adorable video show sweet moment little boy reunite best friend brooklyn prevent see daycare months
July,"Published:  13:21 BST, 3 July 2020",Labour calls for free flu jabs for over-50s to prevent 'perfect storm' as medics warn second Covid-19 wave combined with influenza could bring the NHS to a 'grinding halt',1,labour call free flu jab prevent storm medics warn second wave combine influenza could bring nhs halt
July,"Published:  11:48 BST, 3 July 2020",Cut us some slacks! Tailors warn Mayfair's famous Savile Row may 'disappear' because of huge rent payments and plummeting profits in coronavirus pandemic,1,cut us slack tailors warn mayfair famous savile row may huge rent payments plummet profit coronavirus pandemic
July,"Published:  16:12 BST, 2 July 2020",Rare footage shows the inside of Beijing's seafood market that sparked a new coronavirus outbreak in the city,1,rare footage show inside beijing seafood market spark new coronavirus outbreak city
July,"Published:  14:34 BST, 2 July 2020",Inside the 'very powerful' 48 Club in China 'grooming' storm: Member describes how Chinese ambassador and Huawei chief would rub shoulders with British high society,1,inside powerful club china storm member describe chinese ambassador huawei chief would rub shoulder british high society
July,"Published:  13:40 BST, 2 July 2020",Donald Trump takes a victory lap as economy adds 4.8 million new jobs saying 'it is roaring back' and claims recovery will be 'historic' - despite warnings new coronavirus surge will hit economy again,1,donald trump take victory lap economy add million new job say roar back claim recovery despite warn new coronavirus surge hit economy
July,"Published:  09:57 BST, 2 July 2020","'Whoever gets COVID first gets the pot': Alabama students 'intentionally' throw coronavirus parties to see who can get infected first - with the 'winner' taking home money, official says",1,get covid first get pot alabama students throw coronavirus party see get infect first take home money official say
July,"Published:  08:25 BST, 2 July 2020",The parts of Australia with the most job vacancies - and which industries are best to target if you need a new gig,1,part australia job vacancies industries best target need new gig
July,"Published:  07:35 BST, 2 July 2020",Protester calls a cop 'black Judas' and says he 'should know better' outside the NYPD's headquarters as the city council voted to scrap $1billion from the their budget,1,protester call cop judas say know better outside nypd headquarter city council vote scrap budget
July,"Published:  04:59 BST, 2 July 2020","Take advantage of low interest rates, start saving early and 'buy a home for tomorrow': Expert's 10 tips to get you on the property ladder NOW",1,take advantage low interest rat start save early home tomorrow expert tip get property ladder
July,"Published:  03:49 BST, 2 July 2020",'It looks pretty good': Deputy prime minister DEFENDS the nation's new 'coronavirus' logo after it replaced the iconic Made in Australia Kangaroo - but Barnaby Joyce says it looks like bird poo,1,look pretty good deputy prime minister defends nation new logo replace iconic made australia kangaroo barnaby joyce say look like bird poo
